"gene_accession_id","analysis_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue"
"2442201","18n3x4i8b73pu2u","Adap1","C57BL","Early adult","IMPC_EYE_069_001","left inner nuclear layer","0.2925654"
"1929865","18n5fu9964z126b","Nampt","C57BL","E9.5","MGP_CSD_023_001","dorsal coat/hair appearance","0.8444269"
"1933169","18n72s3s6wp82y0","Sacm1l","C57BL","Early adult","IMPC_CBC_003_001","chloride","0.4652965"
"1920500","18o871o204s7358","Ceacam5","C57BL","Early adult","IMPC_CBC_006_001","total protein","0.9266185"
"2143990","18obo11fsad00ii","Parp12","C57BL","Early adult","IMPC_CBC_014_001","alkaline phosphatase","0.8569627"
"2448415","18pgseb693ohppp","H2bc21","C57BL","Late adult","IMPC_CSD_030_001","tremor","0.7694773"
"1313312","18r5pm2932z2d7p","Khdrbs3","C57BL","Early adult","ESLIM_011_001_703","prepulse inhibition - pp3","0.3043303"
"1913367","18rko8q3a4u0wn8","Fmc1","C57BL","E15.5","M-G-P_008_001_013","startle response","0.3182665"
"2448415","18rs4va5256a1v2","H2bc21","C57BL","Late adult","CCP_XRY_011_001","fusion of ribs","0.07252694"
"1330861","18t3tep1104bf71","Dclk1","C57BL","Early adult","IMPC_XRY_005_001","teeth","0.5150269"
"96136","18tjye7lep9g328","Hmgn2","C57BL","","IMPC_CBC_028_001","creatine kinase","0.101026"
"2679007","18toq2m8of2n17r","Elmo3","C57BL","Early adult","IMPC_GEO_009_002","hemorrhage","0.6268299"
"109242","18u8i8wi8048xc0","Spin1","C57BL","E12.5","MGP_IMM_033_001","total nk cells - % of cd45+","0.4009775"
"2679007","18u934v945612ha","Elmo3","C57BL","Early adult","IMPC_ABR_010_001","24khz-evoked abr threshold","0.5595436"
"1922684","18uz3enx00w16qn","Cimip2c","C57BL","Early adult","HRWLLA_CBC_010_001","phosphorus","0.5764724"
"1914296","18v427kh245l000","Tbc1d7","C57BL","Early adult","IMPC_XRY_033_001","tibia length","0.4899687"
"1919173","18xt2j5hfjh50sp","Borcs6","C57BL","Early adult","IMPC_CBC_016_001","hdl-cholesterol","0.729897"
"2442192","18z4fx4b001tpr3","Eea1","C57BL","Early adult","IMPC_GEO_069_001","delayed embryonic development","0.4020698"
"99178","19044n09537e530","Zfp30","C57BL","Early adult","IMPC_EYE_062_001","right total retinal thickness","1"
"2137681","1905ukon3450vx3","Sfxn5","C57BL","Early adult","IMPC_HEM_036_001","eosinophil cell count","0.419694"
"1927657","1906k3r2869ix95","Ms4a8a","C57BL","Early adult","ESLIM_011_001_007","pp1 + pulse startle magnitude","0.4865509"
"95707","1907li05c8p43io","Gh","C57BL","Early adult","ESLIM_016_001_001","white blood cell count","0.2407407"
"99460","1909d3p89x93pu2","Notch3","C57BL","Early adult","IMPC_GEO_064_001","edema","0.6777178"
"1917678","190bt5724348jeo","Polr3b","C57BL","Early adult","IMPC_GEL_042_001","otic vesicle morphology","0.2849717"
"106638","190bx6d7lz31f5p","Pla2g2c","C57BL","Early adult","IMPC_OFD_014_001","center distance travelled","0.7480001"
"1929865","190evl6557k3w5p","Nampt","C57BL","Early adult","UCD_OWT_004_001","left kidney","0.9387153"
"2443008","190ncsqs9m4wt0m","Trappc8","C57BL","Early adult","IMPC_GEL_060_001","neural tube morphology","0.867217"
"97749","190sf3b17v009kl","Ppia","C57BL","Early adult","IMPC_CBC_013_001","alanine aminotransferase","0.7738833"
"1933169","190vo776k72u7hr","Sacm1l","C57BL","E12.5","MGP_IMM_033_001","total nk cells - % of cd45+","0.2867688"
"94903","19163x4ff046347","Dlx3","C57BL","E15.5","IMPC_GEL_064_001","somite morphology","0.126366"
"109242","191850ra0f7dqt0","Spin1","C57BL","E9.5","IMPC_GEP_005_002","responsive to tactile stimuli","0.9795807"
"1917678","191qq43511209v3","Polr3b","C57BL","Early adult","ESLIM_011_001_007","pp1 + pulse startle magnitude","0.5758939"
"96743","191v559q05bil4g","Lamb1","C57BL","Early adult","IMPC_CBC_010_001","phosphorus","0.3882741"
"1927665","191x209w1zs8j5o","Sirt3","C57BL","Early adult","IMPC_HEM_036_001","eosinophil cell count","0.5991469"
"1914296","191xw5d6n41w4c8","Tbc1d7","C57BL","Early adult","IMPC_GEL_027_001","neural tube closure","0.3449207"
"1913743","1921dt2d0t6su12","Mrpl51","C57BL","E9.5","ESLIM_011_001_008","pp2 + pulse startle magnitude","0.3570055"
"1913743","1928q69171xtem9","Mrpl51","C57BL","E12.5","IMPC_EYE_013_001","pupil dilation","0.9794629"
"1352449","1929hbv7nt5471a","Cxcl9","C57BL","Early adult","IMPC_HEM_002_001","red blood cell count","1"
"1917633","192im64w6uc0uoe","Cox10","C57BL","Early adult","IMPC_HEM_033_001","monocyte differential count","0.2556742"
"1923607","1931i8hodc9jqp3","Trmt5","C57BL","Early adult","ESLIM_011_001_009","pp3 + pulse startle magnitude","0.5768127"
"3700200","19350x78j8wm62g","Ift70a2","C57BL","Early adult","ESLIM_016_001_001","white blood cell count","0.4128408"
"2679007","193510kjq947s35","Elmo3","C57BL","Early adult","IMPC_HEM_004_001","hematocrit","0.6360947"
"1933169","193642i015315ur","Sacm1l","C57BL","E9.5","IMPC_GEP_005_002","responsive to tactile stimuli","0.05647687"
"103258","1938325v9v8t5t2","Adad1","C57BL","Early adult","IMPC_OFD_020_001","distance travelled - total","0.4035342"
"2143990","193b5x41l5fh221","Parp12","C57BL","Early adult","IMPC_EYE_083_001","vitreous","0.05106889"
"1933946","193iv6133u2h2n6","Ptov1","C57BL","Early adult","IMPC_GEL_063_001","delayed embryonic development","0.1744206"
"1933169","193l8100z3xr84h","Sacm1l","C57BL","E12.5","IMPC_GEO_047_002","microphthalmia","0.1258018"
"96743","1944h5n9aq0bmq7","Lamb1","C57BL","Early adult","IMPC_CSD_039_001","limb grasp","0.7933911"
"1913743","1946w4ohx956189","Mrpl51","C57BL","E12.5","IMPC_DXA_010_001","bone area","0.4714376"
"1933946","194842nojqj08bo","Ptov1","C57BL","E18.5","IMPC_CBC_028_001","creatine kinase","0.799953"
"1923607","1948vqf4515vf08","Trmt5","C57BL","E9.5","JAXLA_CSD_077_001","contact righting","0.2691755"
"1858752","194l63b751q9bx7","Rundc3a","C57BL","Early adult","IMPC_HEM_029_001","neutrophil differential count","0.780349"
"2384860","194m0lsh71ve34t","Slc44a3","C57BL","Early adult","IMPC_CBC_011_001","iron","0.07828396"
"1298386","19530e5u4k9e3rt","Tpd52l1","C57BL","Early adult","IMPC_LDT_007_001","percent time in dark","0.3350077"
"1917633","19580x747fd76xn","Cox10","C57BL","Early adult","IMPC_GRS_011_001","forelimb and hindlimb grip strength normalised against body weight","0.8809643"
"1924136","195v1cmcz7387yh","Fam81a","C57BL","Early adult","IMPC_DXA_003_001","lean mass","0.2799357"
"1915878","1963q1e993o6d39","Fbxw9","C57BL","Early adult","IMPC_GRS_010_001","forelimb grip strength normalised against body weight","0.2650261"
"104709","1964jg8tzid3ljf","Wbp2","C57BL","Early adult","IMPC_GEL_060_001","neural tube morphology","0.1021221"
"104709","19657317c50r01q","Wbp2","C57BL","Early adult","IMPC_GPO_003_001","placenta vasculature","0.2739213"
"2681164","1966h5inko9o0rm","Plekha8","C57BL","Early adult","JAX_OFD_007_001","whole arena resting time","0.5373322"
"98386","1968lk7ahs64195","Sptan1","C57BL","E9.5","IMPC_HEM_036_001","eosinophil cell count","0.08655691"
"2444115","196a013035m4sc4","Hecw1","C57BL","Early adult","JAX_OFD_021_001","number of rears - total","0.3749448"
"96136","197325whz6sg6e6","Hmgn2","C57BL","E15.5","IMPC_GEO_011_001","blood vessel morphology","0.6945848"
"98386","1973idjvuhly895","Sptan1","C57BL","E15.5","ESLIM_015_001_010","phosphorus","0.09368508"
"95748","1979ys3g802y5a6","Glra2","C57BL","Early adult","IMPC_CBC_015_001","total cholesterol","0.5760595"
"2442201","197g1571bp7hz09","Adap1","C57BL","Early adult","IMPC_ECG_007_001","qrs","0.9323746"
"2384860","1982q6asq9y0zpt","Slc44a3","C57BL","Early adult","IMPC_CSD_033_001","gait","0.5129924"
"2444115","198582qw16nn684","Hecw1","C57BL","Early adult","IMPC_GEL_029_001","midbrain","0.9347397"
"2137681","1986jzo124vp7gj","Sfxn5","C57BL","Early adult","MGP_CSD_018_001","head coat/hair appearance","0.06702585"
"1933388","198n7nlvmivu4st","Bicc1","C57BL","E9.5","IMPC_ACS_034_001","% pre-pulse inhibition - ppi2","0.3015416"
"2679007","198r74tbo1g154t","Elmo3","","Early adult","IMPC_OFD_014_001","center distance travelled",""
"1929865","1992644089v8fl4","Nampt","C57BL","E12.5","ESLIM_015_001_010","phosphorus","0.7997696"
"1298386","1995om1al0e6684","Tpd52l1","C57BL","Early adult","IMPC_CBC_007_001","albumin","0.72444"
"2384860","19972ppxiee443a","Slc44a3","C57BL","Early adult","ESLIM_015_001_010","phosphorus","0.4680532"
"1927657","19a46rz2296ai01","Ms4a8a","C57BL","Early adult","ESLIM_011_001_010","pp4 + pulse startle magnitude","0.4567772"
"1915513","19aiz72hmv5101c","Pdhb","C57BL","Early adult","MGP_IMM_100_001","resting nk cells - % of cd45+","0.1511181"
"3605773","19b1f51no0i550t","Cimip2a","C57BL","Early adult","IMPC_ABR_004_001","6khz-evoked abr threshold","0.1953606"
"1927665","19br4ns6vg9uput","Sirt3","C57BL","Early adult","IMPC_HEM_019_001","mean platelet volume","0.3372274"
"1933126","19c42i06n41y759","Cdk5rap3","C57BL","Early adult","ESLIM_011_001_705","global prepulse inhibition","0.9443663"
"3644478","19ckb76z9l0q420","Defb47","C57BL","Early adult","JAX_OFD_007_001","whole arena resting time","0.1679738"
"1313312","19d67e020854y03","Khdrbs3","C57BL","Early adult","IMPC_CBC_016_001","hdl-cholesterol","0.7126681"
"1930618","19e2h96189w0e3d","Krit1","C58BL","E9.5","IMPC_HEM_033_001","monocyte differential count","0.718141"
"3644478","19eck4y212x5998","Defb47","C57BL","Early adult","IMPC_GPO_003_001","placenta vasculature","0.1158284"
"1933946","19eikqa1q5d4c51","Ptov1","C57BL","Early adult","ESLIM_011_001_006","110db startle magnitude","0.8028282"
"1101768","19g6l093tvu9860","H3f3b","C57BL","Early adult","IMPC_IPG_010_001","fasted blood glucose concentration","0.5903012"
"97361","19hh55bpw38436a","Nos2","C57BL","Early adult","IMPC_FEA_003_001","conditioning baseline % freezing time","0.07689167"
"3605773","19k46654474sn34","Cimip2a","C57BL","Early adult","IMPC_XRY_019_001","fusion of vertebrae","0.08630079"
"1913346","19kaw005qcm4528","Lamtor4","C57BL","Early adult","IMPC_IPG_010_001","fasted blood glucose concentration","0.1370924"
"1352449","19kd79t8k6nntbb","Cxcl9","C57BL","Early adult","IMPC_GRS_009_001","forelimb and hindlimb grip strength measurement mean","0.8709044"
"2442201","19nvr9m9x301x06","Adap1","C57BL","Early adult","IMPC_HEM_036_001","eosinophil cell count","0.3818961"
"1345633","19oa8bfkmckgv83","Mars1","C57BL","E9.5","IMPC_ACS_037_001","% pre-pulse inhibition - global","0.972591"
"1917315","19p61580dxs1tfb","Ankrd60","C57BL","Early adult","IMPC_GEL_058_001","heart morphology","0.3539691"
"2137681","19ptn390n6o5ytf","Sfxn5","C57BL","Early adult","IMPC_GEL_063_001","delayed embryonic development","0.1162954"
"2384812","19q4685p95e63wt","Lpcat1","C57BL","Early adult","CCP_IMM_032_002","effector cd8+ t cells - % of live leukocytes","0.5687154"
"96136","19r34196n9w482y","Hmgn2","C57BL","E15.5","IMPC_HEM_036_001","eosinophil cell count","0.9538249"
"2137913","19s38k1x7iw916m","Loxl2","C57BL","Early adult","IMPC_EYE_067_001","left anterior chamber depth","0.9472791"
"1913367","19wm0739201mno6","Fmc1","C57BL","Early adult","IMPC_ACS_034_001","% pre-pulse inhibition - ppi2","0.06818381"
"1100848","19y680k7krh8e16","Kpna4","C57BL","Early adult","IMPC_OFD_020_001","distance travelled - total","0.5170969"
"2442201","19z8bpc6r64xr40","Adap1","C57BL","Early adult","ESLIM_008_001_013","startle response","0.1181381"
"99510","1a093987690tql2","Tmsb4x","C57BL","Early adult","IMPC_ACS_006_001","response amplitude - s","0.2368848"
"3647046","1a0af8xqz5f0i07","Tmem170b","C57BL","Early adult","TCP_CHL_081_001","baseline enhanced pause","0.3223501"
"1345633","1a0y5se64847s0n","Mars1","C57BL","E9.5","IMPC_OFD_009_001","whole arena average speed","0.7615543"
"2137681","1a126082h9e4hx6","Sfxn5","C57BL","Early adult","IMPC_CBC_011_001","iron","0.286518"
"99779","1a13em8g02pn079","Chrna7","C57BL","Early adult","IMPC_GEO_015_001","head shape","0.2645553"
"1933946","1a1o5e89wc9k08k","Ptov1","C57BL","Early adult","IMPC_GEP_005_002","responsive to tactile stimuli","0.8839964"
"2444115","1a41585760qjj5z","Hecw1","C57BL","Early adult","IMPC_EYE_027_001","persistence of hyaloid vascular system","0.1414147"
"1915513","1a4452pq6e16d7s","Pdhb","C57BL","E12.5","IMPC_OFD_050_001","percentage center movement time","0.7547765"
"2442201","1a44up536p753g5","Adap1","C57BL","Early adult","IMPC_CSD_039_001","limb grasp","0.2151168"
"96743","1a467mjm3e09112","Lamb1","C57BL","E9.5","IMPC_HEM_001_001","white blood cell count","0.6020213"
"1913743","1a548202t67s3o6","Mrpl51","C57BL","E12.5","HRWLIP_CSD_077_001","contact righting","0.4007549"
"2669033","1a63b5y3d2gl5el","Tmc3","C57BL","Early adult","IMPC_CSD_033_001","gait","0.7173604"
"1913367","1a7604c581tl363","Fmc1","C57BL","E15.5","IMPC_CBC_007_001","albumin","0.5504943"
"1919173","1a7h8ig4748xyol","Borcs6","C57BL","E9.5","IMPC_EYE_013_001","pupil dilation","0.5335559"
"1913367","1a8222gjvf7765e","Fmc1","C57BL","Early adult","IMPC_HWT_008_001","heart weight","0.5369231"
"1933388","1a831421w3p405k","Bicc1","C57BL","Early adult","IMPC_GEP_017_001","facial morphology","0.2167973"
"1929865","1a88yt6l2uetg9j","Nampt","C57BL","E12.5","IMPC_EYE_068_001","left total retinal thickness","0.6963967"
"2385891","1a99g8n4y4442oh","Zc3h12a","C57BL","Early adult","IMPC_HEM_019_001","mean platelet volume","0.9394296"
"96136","1a9w499i2af17t6","Hmgn2","C57BL","E15.5","IMPC_GRS_008_001","forelimb grip strength measurement mean","0.532617"
"1352449","1a9x582r1j9m805","Cxcl9","C57BL","Early adult","HRWL_OWT_001_001","spleen weight","0.9921399"
"1929865","1ag1sl545u7xkc5","Nampt","C57BL","E9.5","ESLIM_022_001_001","body weight","0.6594466"
"109242","1ah3vpu04h93r65","Spin1","C57BL","E9.5","IMPC_CBC_004_001","urea (blood urea nitrogen - bun)","0.5534135"
"109242","1ai7li93e9p274v","Spin1","C57BL","E9.5","IMPC_HEM_030_001","neutrophil cell count","0.45755"
"1933169","1ak30p07t4h042o","Sacm1l","C57BL","E9.5","IMPC_GEL_057_001","heart looping","0.87202"
"1202715","1alk11vnau2x515","Tcf21","C57BL","Early adult","IMPC_CBC_003_001","chloride","0.8796644"
"1933169","1ang657g606b7r0","Sacm1l","C57BL","E12.5","IMPC_OFD_050_001","percentage center movement time","0.4287826"
"1933946","1aqoi9vx5z91jm8","Ptov1","C57BL","Early adult","IMPC_DXA_004_001","bone mineral density (excluding skull)","0.1026423"
"1929865","1atr9310rra737i","Nampt","C57BL","E9.5","IMPC_EYE_055_001","max left eye lens density","0.9992442"
"103258","1au2l6ovvusiv6k","Adad1","C57BL","Early adult","ESLIM_011_001_007","pp1 + pulse startle magnitude","0.2717941"
"1930618","1au89gj81j3qy46","Krit1","C57BL","E9.5","IMPC_DXA_004_001","bone mineral density (excluding skull)","0.1375817"
"1933169","1av1vyyc6v20x9d","Sacm1l","C57BL","E12.5","ESLIM_016_001_005","mean cell volume","0.9937574"
"109242","1aw0v761f2w8775","Spin1","C57BL","Early adult","ESLIM_008_001_013","startle response","0.8418162"
"96391","1aw47kv1fdt4i9c","Ica1","C57BL","Early adult","IMPC_GEP_005_002","responsive to tactile stimuli","1"
"2385891","1b0233670ex2u80","Zc3h12a","C57BL","Early adult","IMPC_OFD_020_001","distance travelled - total","0.3239955"
"1913367","1b1hd2326ck694m","Fmc1","C57BL","E15.5","ESLIM_011_001_010","pp4 + pulse startle magnitude","0.2272276"
"3644478","1b24m65s6173zjf","Defb47","C57BL","Early adult","JAX_OFD_021_001","number of rears - total","0.4609298"
"109242","1b25t8149bt4880","Spin1","C57BL","Early adult","IMPC_XRY_033_001","tibia length","0.3911431"
"94903","1b29ox6s7edp1l9","Dlx3","C57BL","E9.5","IMPC_HEM_003_001","hemoglobin","0.9529791"
"1914296","1b2if5n9h8h46qv","Tbc1d7","C57BL","Early adult","IMPC_GEL_042_001","otic vesicle morphology","0.9498261"
"96136","1b38nkc77do6zf0","Hmgn2","C57BL","E15.5","JAX_LDT_003_001","time mobile light side","0.5665004"
"1933946","1b3985ji7l9o1i8","Ptov1","C57BL","E18.5","ESLIM_011_001_007","pp1 + pulse startle magnitude","0.7579282"
"1914296","1b485jxb30v2xhr","Tbc1d7","C57BL","Early adult","IMPC_GRS_010_001","forelimb grip strength normalised against body weight","0.5758044"
"1336213","1b4c23rn2f33lv1","Mybpc1","C57BL","Early adult","JAX_OFD_010_001","periphery distance travelled","0.4751182"
"97749","1b4jq84ihekzvol","Ppia","C57BL","Early adult","IMPC_CSD_061_001","skin color - tail","0.5464758"
"1917315","1b5ci2i804p0902","Ankrd60","C57BL","Early adult","IMPC_OFD_015_001","center resting time","0.1440613"
"2385891","1b6169707gkjc2y","Zc3h12a","C57BL","Early adult","IMPC_DXA_010_001","bone area","0.6324568"
"2158468","1b689h99y4vj8f0","Ms4a3","C57BL","Early adult","IMPC_GEL_060_001","neural tube morphology","0.09800443"
"1917377","1b68lzg794elt3v","Dpf3","C57BL","Early adult","TCP_CHL_081_001","baseline enhanced pause","0.2776495"
"1298386","1b853232lq59z9s","Tpd52l1","C57BL","Early adult","JAXLA_CSD_007_001","coat - color - abdomen","0.2501405"
"98386","1b8a5b1obpef1tz","Sptan1","C57BL","E15.5","IMPC_EYE_055_001","max left eye lens density","0.4557187"
"1352449","1b8yr365wic9xq8","Cxcl9","C57BL","Early adult","IMPC_EYE_017_001","lens opacity","0.2995275"
"1933388","1banx1298aj99bn","Bicc1","C57BL","E15.5","IMPC_GRS_009_001","forelimb and hindlimb grip strength measurement mean","0.1792069"
"3605773","1bb4q4j8b88459w","Cimip2a","C57BL","Early adult","IMPC_EYE_092_001","retina (combined)","0.5759082"
"1202715","1bb9hnf509xina8","Tcf21","C57BL","Early adult","IMPC_EYE_083_001","vitreous","0.4362068"
"2143990","1bbf8662h6y3qug","Parp12","C57BL","Early adult","ESLIM_007_001_003","whole arena resting time","0.2679176"
"1929865","1bbl5seq860857u","Nampt","C57BL","Early adult","HRWLIP_CSD_032_001","locomotor activity","0.9983553"
"96136","1bd3k072s2y64mz","Hmgn2","C57BL","Early adult","IMPC_DXA_008_001","lean/body weight","0.06114328"
"1933126","1bd92am6a9st385","Cdk5rap3","C57BL","Early adult","CCP_IMM_028_002","effector cd4+ t helper cells - % of live leukocytes","0.3909181"
"2685720","1bh5g9957xm8s18","Acss3","C57BL","Early adult","IMPC_CBC_018_001","glucose","0.7424335"
"96136","1bhbc80fgr1375u","Hmgn2","C57BL","E15.5","IMPC_FEA_015_001","cue baseline % freezing time","0.1382279"
"108424","1br1571h6w1fmfm","Irag2","C57BL","Early adult","IMPC_GEL_018_001","visceral yolk sac morphology","0.1987401"
"2442192","1bt7rqow21f2mz1","Eea1","C57BL","Early adult","IMPC_ABR_008_001","18khz-evoked abr threshold","0.5029586"
"2151153","1bx758q9657mn29","Boc","C57BL","Early adult","IMPC_DXA_010_001","bone area","0.1381182"
"1917633","1bxx1f2rome8gwg","Cox10","C57BL","E9.5","M-G-P_007_001_007","periphery - resting time","0.4007679"
"2442192","1c034n8nic27pz3","Eea1","C57BL","Early adult","JAX_OFD_021_001","number of rears - total","0.4194816"
"97361","1c05d0fw3eaz6bi","Nos2","C50BL","Early adult","IMPC_CSD_037_001","unexpected behaviors","0.1906904"
"1915878","1c1i830j33wmb03","Fbxw9","C57BL","Early adult","IMPC_CBC_017_001","triglycerides","0.7885081"
"1914296","1c22s8y4vf19b7z","Tbc1d7","C57BL","E18.5","IMPC_ABR_008_001","18khz-evoked abr threshold","0.2847841"
"1313312","1c2p2w3b1dex34y","Khdrbs3","C57BL","Early adult","IMPC_XRY_019_001","fusion of vertebrae","0.9146359"
"2685720","1c3tl39q9473lc7","Acss3","C57BL","Early adult","IMPC_ACS_037_001","% pre-pulse inhibition - global","0.298958"
"2151153","1c46052wlp92461","Boc","C57BL","Early adult","JAXLA_CSD_008_001","coat - color pattern - back","0.3673112"
"1929865","1c4cy635d13kvw8","Nampt","C57BL","Early adult","IMPC_EYE_014_001","pupil light response","0.2875501"
"96136","1c4d3250b29dmf0","Hmgn2","C57BL","Early adult","IMPC_EYE_027_001","persistence of hyaloid vascular system","0.5392868"
