"parameter_id","impc_parameter_orig_id","name","description"
"IMPC_HIS_081_001","48048"," large intestine - mpath process term",""
"IMPC_HIS_082_001","48049"," large intestine - severity score",""
"IMPC_HIS_083_001","48050"," large intestine - descriptor pato",""
"IMPC_HIS_084_001","48051"," large intestine - description",""
"IMPC_HIS_085_001","48052"," pancreas - mpath diagnostic term",""
"IMPC_HIS_086_001","48053"," pancreas - free text diagnostic term",""
"IMPC_HIS_087_001","48054"," pancreas - mpath process term",""
"IMPC_HIS_088_001","48055"," pancreas - severity score",""
"IMPC_HIS_089_001","48056"," pancreas - descriptor pato",""
"IMPC_HIS_090_001","48057"," pancreas - description",""
"IMPC_HIS_091_001","48058"," spleen - mpath diagnostic term",""
"IMPC_HIS_092_001","48059"," spleen - free text diagnostic term",""
"IMPC_HIS_093_001","48060"," spleen - mpath process term",""
"IMPC_HIS_094_001","48061"," spleen - severity score",""
"IMPC_HIS_095_001","48062"," spleen - descriptor pato",""
"IMPC_HIS_096_001","48063"," spleen - description",""
"IMPC_HIS_097_001","48064"," kidney - mpath diagnostic term",""
"IMPC_HIS_098_001","48065"," kidney - free text diagnostic term",""
"IMPC_HIS_099_001","48066"," kidney - mpath process term",""
"IMPC_HIS_100_001","48067"," kidney - severity score",""
"IMPC_HIS_101_001","48068"," kidney - descriptor pato",""
"IMPC_HIS_102_001","48069"," kidney - description",""
"IMPC_HIS_103_001","48070"," adrenal gland - mpath diagnostic term",""
"IMPC_HIS_104_001","48071"," adrenal gland - free text diagnostic term",""
"IMPC_HIS_105_001","48072"," adrenal gland - mpath process term",""
"IMPC_HIS_106_001","48073"," adrenal gland - severity score",""
"IMPC_HIS_107_001","48074"," adrenal gland - descriptor pato",""
"IMPC_HIS_108_001","48075"," adrenal gland - description",""
"IMPC_HIS_109_001","48076"," mammary gland - mpath diagnostic term",""
"IMPC_HIS_110_001","48077"," mammary gland - free text diagnostic term",""
"IMPC_HIS_111_001","48078"," mammary gland - mpath process term",""
"IMPC_HIS_112_001","48079"," mammary gland - severity score",""
"IMPC_HIS_113_001","48080"," mammary gland - descriptor pato",""
"IMPC_HIS_114_001","48081"," mammary gland - description",""
"IMPC_HIS_115_001","48082"," lymph node - mpath diagnostic term",""
"IMPC_HIS_116_001","48083"," lymph node - free text diagnostic term",""
"IMPC_HIS_117_001","48084"," lymph node - mpath process term",""
"IMPC_HIS_118_001","48085"," lymph node - severity score",""
"IMPC_HIS_119_001","48086"," lymph node - descriptor pato",""
"IMPC_HIS_120_001","48087"," lymph node - description",""
"IMPC_HIS_121_001","48088"," skin - mpath diagnostic term",""
"IMPC_HIS_122_001","48089"," skin - free text diagnostic term",""
"IMPC_HIS_123_001","48090"," skin - mpath process term",""
"IMPC_HIS_124_001","48091"," skin - severity score",""
"IMPC_HIS_125_001","48092"," skin - descriptor pato",""
"IMPC_HIS_126_001","48093"," skin - description",""
"IMPC_HIS_127_001","48094"," skeletal muscle - mpath diagnostic term",""
"IMPC_HIS_128_001","48095"," skeletal muscle - free text diagnostic term",""
"IMPC_HIS_129_001","48096"," skeletal muscle - mpath process term",""
"IMPC_HIS_130_001","48097"," skeletal muscle - severity score",""
"IMPC_HIS_131_001","48098"," skeletal muscle - descriptor pato",""
"IMPC_HIS_132_001","48099"," skeletal muscle - description",""
"IMPC_HIS_133_001","48100"," urinary bladder - mpath diagnostic term",""
"IMPC_HIS_134_001","48101"," urinary bladder - free text diagnostic term",""
"IMPC_HIS_135_001","48102"," urinary bladder - mpath process term",""
"IMPC_HIS_136_001","48103"," urinary bladder - severity score",""
"IMPC_HIS_137_001","48104"," urinary bladder - descriptor pato",""
"IMPC_HIS_138_001","48105"," urinary bladder - description",""
"IMPC_HIS_139_001","48106"," testes - mpath diagnostic term",""
"IMPC_HIS_140_001","48107"," testes - free text diagnostic term",""
"IMPC_HIS_141_001","48108"," testes - mpath process term",""
"IMPC_HIS_142_001","48109"," testes - severity score",""
"IMPC_HIS_143_001","48110"," testes - descriptor pato",""
"IMPC_HIS_144_001","48111"," testes - description",""
"IMPC_HIS_145_001","48112"," epididymis - mpath diagnostic term",""
"IMPC_HIS_146_001","48113"," epididymis - free text diagnostic term",""
"IMPC_HIS_147_001","48114"," epididymis - mpath process term",""
"IMPC_HIS_148_001","48115"," epididymis - severity score",""
"IMPC_HIS_149_001","48116"," epididymis - descriptor pato",""
"IMPC_HIS_150_001","48117"," epididymis - description",""
"IMPC_HIS_151_001","48118"," prostate - mpath diagnostic term",""
"IMPC_HIS_152_001","48119"," prostate - free text diagnostic term",""
"IMPC_HIS_153_001","48120"," prostate - mpath process term",""
"IMPC_HIS_154_001","48121"," prostate - severity score",""
"IMPC_HIS_155_001","48122"," prostate - descriptor pato",""
"IMPC_HIS_156_001","48123"," prostate - description",""
"IMPC_HIS_157_001","48124"," seminal vesicle - mpath diagnostic term",""
"IMPC_HIS_158_001","48125"," seminal vesicle - free text diagnostic term",""
"IMPC_HIS_159_001","48126"," seminal vesicle - mpath process term",""
"IMPC_HIS_160_001","48127"," seminal vesicle - severity score",""
"IMPC_HIS_161_001","48128"," seminal vesicle - descriptor pato",""
"IMPC_HIS_162_001","48129"," seminal vesicle - description",""
"IMPC_HIS_163_001","48130"," ovary - mpath diagnostic term",""
"IMPC_HIS_164_001","48131"," ovary - free text diagnostic term",""
"IMPC_HIS_165_001","48132"," ovary - mpath process term",""
"IMPC_HIS_166_001","48133"," ovary - severity score",""
"IMPC_HIS_167_001","48134"," ovary - descriptor pato",""
"IMPC_HIS_168_001","48135"," ovary - description",""
"IMPC_HIS_169_001","48136"," uterus - mpath diagnostic term",""
"IMPC_HIS_170_001","48137"," uterus - free text diagnostic term",""
"IMPC_HIS_171_001","48138"," uterus - mpath process term",""
"IMPC_HIS_172_001","48139"," uterus - severity score",""
"IMPC_HIS_173_001","48140"," uterus - descriptor pato",""
"IMPC_HIS_174_001","48141"," uterus - description",""
"IMPC_HIS_175_001","48142"," stain",""
"IMPC_HIS_176_001","48143"," section thickness",""
"IMPC_HIS_177_001","48144"," images",""
"IMPC_HIS_178_001","48145"," severity maximum score",""
"IMPC_HIS_208_001","48146"," experimenter id",""
"IMPC_HIS_209_001","48147"," salivary gland - mpath diagnostic term",""
"IMPC_HIS_210_001","48148"," salivary gland - free text diagnostic term",""
"IMPC_HIS_211_001","48149"," salivary gland - mpath process term",""
"IMPC_HIS_212_001","48150"," salivary gland - severity score",""
"IMPC_HIS_213_001","48151"," salivary gland - descriptor pato",""
"IMPC_HIS_214_001","48152"," salivary gland - description",""
"IMPC_HIS_215_001","48153"," salivary gland - significance score",""
"IMPC_HIS_216_001","48154"," sternum - mpath diagnostic term",""
"IMPC_HIS_217_001","48155"," sternum - free text diagnostic term",""
"IMPC_HIS_218_001","48156"," sternum - mpath process term",""
"IMPC_HIS_219_001","48157"," sternum - severity score",""
"IMPC_HIS_220_001","48158"," sternum - descriptor pato",""
"IMPC_HIS_221_001","48159"," sternum - description",""
"IMPC_HIS_222_001","48160"," sternum - significance score",""
"IMPC_HIS_223_001","48161"," femur - mpath diagnostic term",""
"IMPC_HIS_224_001","48162"," femur - free text diagnostic term",""
"IMPC_HIS_225_001","48163"," femur - mpath process term",""
"IMPC_HIS_226_001","48164"," femur - severity score",""
"IMPC_HIS_227_001","48165"," femur - descriptor pato",""
"IMPC_HIS_228_001","48166"," femur - description",""
"IMPC_HIS_229_001","48167"," femur - significance score",""
"IMPC_HIS_230_001","48168"," bone marrow - mpath diagnostic term",""
"IMPC_HIS_231_001","48169"," bone marrow - free text diagnostic term",""
"IMPC_HIS_232_001","48170"," bone marrow - mpath process term",""
"IMPC_HIS_233_001","48171"," bone marrow - severity score",""
"IMPC_HIS_234_001","48172"," bone marrow - descriptor pato",""
"IMPC_HIS_235_001","48173"," bone marrow - description",""
"IMPC_HIS_236_001","48174"," bone marrow - significance score",""
"IMPC_HIS_237_001","48175"," brown adipose tissue - mpath diagnostic term",""
"IMPC_HIS_238_001","48176"," brown adipose tissue - free text diagnostic term",""
"IMPC_HIS_239_001","48177"," brown adipose tissue - mpath process term",""
"IMPC_HIS_240_001","48178"," brown adipose tissue - severity score",""
"IMPC_HIS_241_001","48179"," brown adipose tissue - descriptor pato",""
"IMPC_HIS_242_001","48180"," brown adipose tissue - description",""
"IMPC_HIS_243_001","48181"," brown adipose tissue - significance score",""
"IMPC_HIS_244_001","48182"," tibia - mpath diagnostic term",""
"IMPC_HIS_245_001","48183"," tibia - free text diagnostic term",""
"IMPC_HIS_246_001","48184"," tibia - mpath process term",""
"IMPC_HIS_247_001","48185"," tibia - severity score",""
"IMPC_HIS_248_001","48186"," tibia - descriptor pato",""
"IMPC_HIS_249_001","48187"," tibia - description",""
"IMPC_HIS_250_001","48188"," tibia - significance score",""
"IMPC_HIS_251_001","48189"," knee joint - mpath diagnostic term",""
"IMPC_HIS_252_001","48190"," knee joint - free text diagnostic term",""
"IMPC_HIS_253_001","48191"," knee joint - mpath process term",""
"IMPC_HIS_254_001","48192"," knee joint - severity score",""
"IMPC_HIS_255_001","48193"," knee joint - descriptor pato",""
"IMPC_HIS_256_001","48194"," knee joint - description",""
"IMPC_HIS_257_001","48195"," knee joint - significance score",""
"IMPC_HIS_258_001","48196"," trigeminal v nerve - mpath diagnostic term",""
"IMPC_HIS_259_001","48197"," trigeminal v nerve - free text diagnostic term",""
"IMPC_HIS_260_001","48198"," trigeminal v nerve - mpath process term",""
"IMPC_HIS_261_001","48199"," trigeminal v nerve - severity score",""
"IMPC_HIS_262_001","48200"," trigeminal v nerve - descriptor pato",""
"IMPC_HIS_263_001","48201"," trigeminal v nerve - description",""
"IMPC_HIS_264_001","48202"," trigeminal v nerve - significance score",""
"IMPC_HIS_265_001","48203"," nasal cavity - mpath diagnostic term",""
"IMPC_HIS_266_001","48204"," nasal cavity - free text diagnostic term",""
"IMPC_HIS_267_001","48205"," nasal cavity - mpath process term",""
"IMPC_HIS_268_001","48206"," nasal cavity - severity score",""
"IMPC_HIS_269_001","48207"," nasal cavity - descriptor pato",""
"IMPC_HIS_270_001","48208"," nasal cavity - description",""
"IMPC_HIS_271_001","48209"," nasal cavity - significance score",""
"IMPC_HIS_272_001","48210"," ear - mpath diagnostic term",""
"IMPC_HIS_273_001","48211"," ear - free text diagnostic term",""
"IMPC_HIS_274_001","48212"," ear - mpath process term",""
"IMPC_HIS_275_001","48213"," ear - severity score",""
"IMPC_HIS_276_001","48214"," ear - descriptor pato",""
"IMPC_HIS_277_001","48215"," ear - description",""
"IMPC_HIS_278_001","48216"," ear - significance score",""
"IMPC_HIS_279_001","48217"," tooth - mpath diagnostic term",""
"IMPC_HIS_280_001","48218"," tooth - free text diagnostic term",""
"IMPC_HIS_281_001","48219"," tooth - mpath process term",""
"IMPC_HIS_282_001","48220"," tooth - severity score",""
"IMPC_HIS_283_001","48221"," tooth - descriptor pato",""
"IMPC_HIS_284_001","48222"," tooth - description",""
"IMPC_HIS_285_001","48223"," tooth - significance score",""
"IMPC_HIS_286_001","48224"," tongue - mpath diagnostic term",""
"IMPC_HIS_287_001","48225"," tongue - free text diagnostic term",""
"IMPC_HIS_288_001","48226"," tongue - mpath process term",""
"IMPC_HIS_289_001","48227"," tongue - severity score",""
"IMPC_HIS_290_001","48228"," tongue - descriptor pato",""
"IMPC_HIS_291_001","48229"," tongue - description",""
"IMPC_HIS_292_001","48230"," tongue - significance score",""
"IMPC_HIS_293_001","48231"," sciatic nerve - mpath diagnostic term",""
"IMPC_HIS_294_001","48232"," sciatic nerve - free text diagnostic term",""
"IMPC_HIS_295_001","48233"," sciatic nerve - mpath process term",""
"IMPC_HIS_296_001","48234"," sciatic nerve - severity score",""
"IMPC_HIS_297_001","48235"," sciatic nerve - descriptor pato",""
"IMPC_HIS_298_001","48236"," sciatic nerve - description",""
"IMPC_HIS_299_001","48237"," sciatic nerve - significance score",""
"IMPC_HIS_300_001","48238"," brain",""
"IMPC_HIS_301_001","48239"," eye with optic nerve",""
"IMPC_HIS_302_001","48240"," spinal cord",""
"IMPC_HIS_303_001","48241"," thymus",""
"IMPC_HIS_304_001","48242"," thyroid",""
"IMPC_HIS_305_001","48243"," heart",""
"IMPC_HIS_306_001","48244"," trachea",""
"IMPC_HIS_307_001","48245"," esophagus",""
"IMPC_HIS_308_001","48246"," lung",""
"IMPC_HIS_309_001","48247"," liver",""
"IMPC_HIS_310_001","48248"," gall bladder",""
"IMPC_HIS_311_001","48249"," stomach",""
"IMPC_HIS_312_001","48250"," small intestine",""
"IMPC_HIS_313_001","48251"," large intestine",""
"IMPC_HIS_314_001","48252"," pancreas",""
"IMPC_HIS_315_001","48253"," spleen",""
"IMPC_HIS_316_001","48254"," kidney",""
"IMPC_HIS_317_001","48255"," adrenal gland",""
"IMPC_HIS_318_001","48256"," mammary gland",""
"IMPC_HIS_319_001","48257"," lymph node",""
"IMPC_HIS_320_001","48258"," skin",""
"IMPC_HIS_321_001","48259"," skeletal muscle",""
"IMPC_HIS_322_001","48260"," urinary bladder",""
"IMPC_HIS_323_001","48261"," testes",""
"IMPC_HIS_324_001","48262"," epididymis",""
"IMPC_HIS_325_001","48263"," prostate",""
"IMPC_HIS_326_001","48264"," seminal vesicle",""
"IMPC_HIS_327_001","48265"," ovary",""
"IMPC_HIS_328_001","48266"," uterus",""
"IMPC_HIS_329_001","48267"," salivary gland",""
"IMPC_HIS_330_001","48268"," sternum",""
"IMPC_HIS_331_001","48269"," femur",""
"IMPC_HIS_332_001","48270"," bone marrow",""
"IMPC_HIS_333_001","48271"," brown adipose tissue",""
"IMPC_HIS_334_001","48272"," tibia",""
"IMPC_HIS_335_001","48273"," knee joint",""
"IMPC_HIS_336_001","48274"," trigeminal v nerve",""
"IMPC_HIS_337_001","48275"," nasal cavity",""
"IMPC_HIS_338_001","48276"," ear",""
"IMPC_HIS_339_001","48277"," tooth",""
"IMPC_HIS_340_001","48278"," tongue",""
"IMPC_HIS_341_001","48279"," sciatic nerve",""
"IMPC_HIS_342_001","48280"," bone - mpath diagnostic term",""
"IMPC_HIS_343_001","48281"," bone - free text diagnostic term",""
"IMPC_HIS_344_001","48282"," bone - mpath process term",""
"IMPC_HIS_345_001","48283"," bone - severity score",""
"IMPC_HIS_346_001","48284"," bone - descriptor pato",""
"IMPC_HIS_347_001","48285"," bone - description",""
"IMPC_HIS_348_001","48286"," bone - significance score",""
"IMPC_HIS_349_001","48287"," bone",""
"IMPC_HIS_179_002","48288"," brain - significance score",""
"IMPC_HIS_180_002","48289"," eye with optic nerve - significance score",""
"IMPC_HIS_181_002","48290"," spinal cord - significance score",""
"IMPC_HIS_182_002","48291"," thymus - significance score",""
"IMPC_HIS_183_002","48292"," thyroid - significance score",""
"IMPC_HIS_184_002","48293"," heart - significance score",""
"IMPC_HIS_185_002","48294"," trachea - significance score",""
"IMPC_HIS_186_002","48295"," esophagus - significance score",""
"IMPC_HIS_187_002","48296"," lung - significance score",""
"IMPC_HIS_188_002","48297"," liver - significance score",""
